course_id,local,modality,date,total_leads
SEG,Centro 1,In-person,2023-02-06,3
SEG,Centro 3,In-person,2023-02-06,3
SEG,Centro 5,In-person,2023-02-06,3
EXC,Centro 5,Hybrid,2023-02-06,1
EXC,Centro 2,Online,2023-02-13,137
GES,Centro 4,Hybrid,2023-02-13,125
VND,Centro 1,In-person,2023-02-13,98
PRO,Centro 4,Online,2023-02-13,97
PRO,Centro 2,Online,2023-02-13,95
SCI,Centro 5,Hybrid,2023-02-13,95
ING,Centro 1,Hybrid,2023-02-13,88
PBI,Centro 4,Hybrid,2023-02-13,87
ING,Centro 4,Online,2023-02-13,86
GER,Centro 1,In-person,2023-02-13,85
PYT,Centro 3,Online,2023-02-13,66
CYB,Centro 2,Hybrid,2023-02-13,64
SST,Centro 4,Online,2023-02-13,60
EXC,Centro 2,Hybrid,2023-02-13,59
GER,Centro 4,In-person,2023-02-13,57
SEG,Centro 4,In-person,2023-02-13,57
ING,Centro 1,In-person,2023-02-13,56
VND,Centro 2,Hybrid,2023-02-13,52
HOT,Centro 5,Hybrid,2023-02-13,50
CYB,Centro 5,Hybrid,2023-02-13,49
SCI,Centro 3,In-person,2023-02-13,49
LOG,Centro 5,In-person,2023-02-13,48
GER,Centro 5,In-person,2023-02-13,46
MNT,Centro 1,In-person,2023-02-13,46
TUR,Centro 5,In-person,2023-02-13,45
SCI,Centro 5,In-person,2023-02-13,44
FOR,Centro 5,Hybrid,2023-02-13,43
SST,Centro 3,Hybrid,2023-02-13,43
FOR,Centro 3,Hybrid,2023-02-13,42
EMP,Centro 2,In-person,2023-02-13,41
SST,Centro 2,Hybrid,2023-02-13,39
EMP,Centro 3,In-person,2023-02-13,37
PRI,Centro 4,Hybrid,2023-02-13,37
SOC,Centro 1,In-person,2023-02-13,37
SST,Centro 3,In-person,2023-02-13,36
EMP,Centro 1,In-person,2023-02-13,35
HOT,Centro 3,In-person,2023-02-13,35
HCP,Centro 4,In-person,2023-02-13,34
HOT,Centro 4,In-person,2023-02-13,34
GER,Centro 2,In-person,2023-02-13,32
FOR,Centro 2,In-person,2023-02-13,31
HOT,Centro 2,In-person,2023-02-13,31
PBI,Centro 3,Hybrid,2023-02-13,30
FOR,Centro 2,Hybrid,2023-02-13,29
INF,Centro 3,In-person,2023-02-13,29
LID,Centro 4,In-person,2023-02-13,29
GER,Centro 1,Hybrid,2023-02-13,27
HCP,Centro 3,In-person,2023-02-13,26
LID,Centro 4,Hybrid,2023-02-13,25
VND,Centro 1,Online,2023-02-13,25
EMP,Centro 4,In-person,2023-02-13,23
EXC,Centro 3,Hybrid,2023-02-13,23
SST,Centro 4,Hybrid,2023-02-13,23
PRI,Centro 3,Hybrid,2023-02-13,22
HCP,Centro 5,In-person,2023-02-13,21
INF,Centro 4,Hybrid,2023-02-13,20
SST,Centro 1,Hybrid,2023-02-13,20
MNT,Centro 4,In-person,2023-02-13,19
GES,Centro 2,Hybrid,2023-02-13,18
HAC,Centro 4,In-person,2023-02-13,18
MNT,Centro 2,In-person,2023-02-13,17
PYT,Centro 3,In-person,2023-02-13,17
TUR,Centro 1,In-person,2023-02-13,16
VND,Centro 4,Online,2023-02-13,16
HAC,Centro 2,Online,2023-02-13,14
LID,Centro 2,Online,2023-02-13,13
LOG,Centro 3,Hybrid,2023-02-13,13
PRI,Centro 1,Hybrid,2023-02-13,13
EXC,Centro 5,Online,2023-02-13,12
LOG,Centro 4,In-person,2023-02-13,12
PYT,Centro 2,Hybrid,2023-02-13,12
CYB,Centro 5,In-person,2023-02-13,11
SEG,Centro 1,In-person,2023-02-13,10
HOT,Centro 2,Hybrid,2023-02-13,9
PBI,Centro 4,Online,2023-02-13,9
PRI,Centro 3,In-person,2023-02-13,9
PRO,Centro 3,In-person,2023-02-13,9
PYT,Centro 1,Online,2023-02-13,9
EXC,Centro 2,In-person,2023-02-13,7
LID,Centro 1,Hybrid,2023-02-13,7
SST,Centro 2,In-person,2023-02-13,7
EXC,Centro 4,Hybrid,2023-02-13,6
HAC,Centro 2,In-person,2023-02-13,6
LOG,Centro 5,Hybrid,2023-02-13,6
SEG,Centro 3,Online,2023-02-13,6
FOR,Centro 1,Online,2023-02-13,5
GER,Centro 3,In-person,2023-02-13,5
PYT,Centro 3,Hybrid,2023-02-13,5
SCI,Centro 1,In-person,2023-02-13,5
SOC,Centro 4,Hybrid,2023-02-13,5
VND,Centro 3,Online,2023-02-13,5
VND,Centro 2,In-person,2023-02-13,5
GER,Centro 2,Hybrid,2023-02-13,4
GES,Centro 1,Hybrid,2023-02-13,4
HAC,Centro 5,In-person,2023-02-13,4
HCP,Centro 2,In-person,2023-02-13,4
LID,Centro 4,Online,2023-02-13,4
LOG,Centro 2,In-person,2023-02-13,4
PYT,Centro 1,Hybrid,2023-02-13,4
SCI,Centro 1,Hybrid,2023-02-13,4
SEG,Centro 5,In-person,2023-02-13,4
HAC,Centro 3,In-person,2023-02-13,3
SST,Centro 5,In-person,2023-02-13,3
ING,Centro 1,Online,2023-02-20,137
LID,Centro 4,Hybrid,2023-02-20,122
HAC,Centro 3,Online,2023-02-20,116
PRI,Centro 3,In-person,2023-02-20,100
GER,Centro 3,In-person,2023-02-20,99
PBI,Centro 4,Online,2023-02-20,98
PBI,Centro 3,Online,2023-02-20,97
SOC,Centro 3,In-person,2023-02-20,86
CYB,Centro 5,Online,2023-02-20,83
GES,Centro 4,Online,2023-02-20,74
PBI,Centro 4,Hybrid,2023-02-20,72
FOR,Centro 4,Online,2023-02-20,69
MNT,Centro 4,In-person,2023-02-20,69
SST,Centro 1,Hybrid,2023-02-20,69
EXC,Centro 5,Online,2023-02-20,67
EMP,Centro 1,In-person,2023-02-20,66
VND,Centro 5,Online,2023-02-20,66
HCP,Centro 4,In-person,2023-02-20,61
SST,Centro 4,Hybrid,2023-02-20,61
PBI,Centro 5,Online,2023-02-20,57
PYT,Centro 3,Hybrid,2023-02-20,57
HAC,Centro 2,In-person,2023-02-20,55
HAC,Centro 5,In-person,2023-02-20,51
HOT,Centro 5,In-person,2023-02-20,50
SCI,Centro 1,Hybrid,2023-02-20,49
EXC,Centro 4,Hybrid,2023-02-20,48
CYB,Centro 5,Hybrid,2023-02-20,47
PRO,Centro 2,Online,2023-02-20,46
SEG,Centro 4,Online,2023-02-20,46
SEG,Centro 5,In-person,2023-02-20,45
LID,Centro 2,Online,2023-02-20,44
TUR,Centro 5,In-person,2023-02-20,43
EXC,Centro 2,Hybrid,2023-02-20,39
SST,Centro 4,In-person,2023-02-20,39
EXC,Centro 2,Online,2023-02-20,38
HOT,Centro 5,Hybrid,2023-02-20,37
INF,Centro 5,In-person,2023-02-20,36
LOG,Centro 2,Hybrid,2023-02-20,36
SEG,Centro 2,In-person,2023-02-20,36
INF,Centro 3,In-person,2023-02-20,35
SEG,Centro 4,In-person,2023-02-20,35
SCI,Centro 5,In-person,2023-02-20,34
CYB,Centro 4,Hybrid,2023-02-20,32
PYT,Centro 5,Hybrid,2023-02-20,32
HAC,Centro 4,In-person,2023-02-20,31
LID,Centro 4,In-person,2023-02-20,30
MNT,Centro 1,In-person,2023-02-20,30
LOG,Centro 2,In-person,2023-02-20,29
PRO,Centro 4,Online,2023-02-20,29
SOC,Centro 4,Hybrid,2023-02-20,29
EXC,Centro 3,In-person,2023-02-20,26
INF,Centro 3,Hybrid,2023-02-20,26
FOR,Centro 1,In-person,2023-02-20,25
LID,Centro 4,Online,2023-02-20,23
TUR,Centro 1,In-person,2023-02-20,23
SEG,Centro 1,Hybrid,2023-02-20,22
CYB,Centro 2,Hybrid,2023-02-20,21
SST,Centro 3,Hybrid,2023-02-20,21
VND,Centro 5,In-person,2023-02-20,21
HOT,Centro 3,Hybrid,2023-02-20,20
EXC,Centro 1,Online,2023-02-20,18
HOT,Centro 3,In-person,2023-02-20,18
LOG,Centro 3,Hybrid,2023-02-20,16
LOG,Centro 5,In-person,2023-02-20,16
CYB,Centro 3,Online,2023-02-20,15
HCP,Centro 1,Hybrid,2023-02-20,15
HCP,Centro 3,In-person,2023-02-20,15
SCI,Centro 3,In-person,2023-02-20,15
SST,Centro 1,In-person,2023-02-20,15
GES,Centro 2,In-person,2023-02-20,14
SOC,Centro 3,Hybrid,2023-02-20,14
GER,Centro 4,In-person,2023-02-20,13
SEG,Centro 1,In-person,2023-02-20,13
SOC,Centro 5,In-person,2023-02-20,13
PBI,Centro 1,Hybrid,2023-02-20,12
VND,Centro 4,Hybrid,2023-02-20,12
FOR,Centro 5,Online,2023-02-20,11
GER,Centro 1,In-person,2023-02-20,11
LID,Centro 2,Hybrid,2023-02-20,11
MNT,Centro 3,In-person,2023-02-20,11
PBI,Centro 3,Hybrid,2023-02-20,11
PBI,Centro 1,In-person,2023-02-20,11
VND,Centro 3,Online,2023-02-20,11
LOG,Centro 4,In-person,2023-02-20,9
CYB,Centro 4,In-person,2023-02-20,8
SST,Centro 3,In-person,2023-02-20,8
CYB,Centro 2,In-person,2023-02-20,7
EMP,Centro 3,In-person,2023-02-20,7
ING,Centro 4,Online,2023-02-20,7
SST,Centro 4,Online,2023-02-20,7
PRI,Centro 1,Hybrid,2023-02-20,6
CYB,Centro 4,Online,2023-02-20,5
HOT,Centro 1,Hybrid,2023-02-20,5
PYT,Centro 4,In-person,2023-02-20,5
FOR,Centro 4,Hybrid,2023-02-20,4
GER,Centro 2,In-person,2023-02-20,4
INF,Centro 2,In-person,2023-02-20,4
MNT,Centro 2,In-person,2023-02-20,4
SCI,Centro 1,In-person,2023-02-20,4
SST,Centro 5,Online,2023-02-20,4
EXC,Centro 5,Hybrid,2023-02-20,3
HOT,Centro 4,In-person,2023-02-20,3
GER,Centro 1,In-person,2023-02-27,105
MNT,Centro 1,In-person,2023-02-27,99
CYB,Centro 2,Hybrid,2023-02-27,98
CYB,Centro 4,Online,2023-02-27,96
PBI,Centro 3,Online,2023-02-27,92
PRI,Centro 1,In-person,2023-02-27,89
SEG,Centro 3,Online,2023-02-27,87
HCP,Centro 3,In-person,2023-02-27,80
PYT,Centro 2,Hybrid,2023-02-27,78
PRI,Centro 3,Hybrid,2023-02-27,77
HOT,Centro 2,Hybrid,2023-02-27,71
SEG,Centro 5,In-person,2023-02-27,69
EMP,Centro 2,In-person,2023-02-27,67
CYB,Centro 5,Hybrid,2023-02-27,66
EXC,Centro 4,Online,2023-02-27,65
EMP,Centro 1,In-person,2023-02-27,64
PYT,Centro 1,Online,2023-02-27,63
EMP,Centro 4,In-person,2023-02-27,62
LOG,Centro 3,Hybrid,2023-02-27,59
FOR,Centro 1,Online,2023-02-27,58
PRO,Centro 4,In-person,2023-02-27,58
FOR,Centro 1,In-person,2023-02-27,57
HAC,Centro 1,Online,2023-02-27,57
SST,Centro 3,Hybrid,2023-02-27,57
HCP,Centro 5,In-person,2023-02-27,56
ING,Centro 5,Online,2023-02-27,56
SOC,Centro 2,Hybrid,2023-02-27,55
PBI,Centro 4,Online,2023-02-27,54
ING,Centro 3,Online,2023-02-27,53
HOT,Centro 5,In-person,2023-02-27,51
TUR,Centro 3,In-person,2023-02-27,51
HOT,Centro 3,Hybrid,2023-02-27,49
LOG,Centro 5,In-person,2023-02-27,49
SOC,Centro 5,In-person,2023-02-27,48
CYB,Centro 4,Hybrid,2023-02-27,47
EXC,Centro 4,Hybrid,2023-02-27,47
PBI,Centro 4,Hybrid,2023-02-27,47
GER,Centro 3,In-person,2023-02-27,45
LOG,Centro 2,In-person,2023-02-27,44
VND,Centro 3,Online,2023-02-27,43
PRI,Centro 4,In-person,2023-02-27,42
EMP,Centro 5,In-person,2023-02-27,40
INF,Centro 1,In-person,2023-02-27,40
LID,Centro 3,Online,2023-02-27,40
GER,Centro 3,Hybrid,2023-02-27,36
GER,Centro 2,In-person,2023-02-27,36
INF,Centro 3,In-person,2023-02-27,36
PYT,Centro 4,In-person,2023-02-27,35
VND,Centro 2,In-person,2023-02-27,35
HAC,Centro 3,In-person,2023-02-27,34
LID,Centro 4,Online,2023-02-27,33
FOR,Centro 2,In-person,2023-02-27,32
LID,Centro 1,In-person,2023-02-27,32
FOR,Centro 5,Online,2023-02-27,31
HCP,Centro 4,In-person,2023-02-27,31
LID,Centro 4,In-person,2023-02-27,31
SOC,Centro 4,Hybrid,2023-02-27,31
LOG,Centro 5,Hybrid,2023-02-27,28
EXC,Centro 3,Hybrid,2023-02-27,27
INF,Centro 2,In-person,2023-02-27,27
SST,Centro 1,Hybrid,2023-02-27,26
MNT,Centro 2,In-person,2023-02-27,25
SEG,Centro 3,In-person,2023-02-27,25
TUR,Centro 1,In-person,2023-02-27,25
VND,Centro 1,Hybrid,2023-02-27,24
LOG,Centro 1,In-person,2023-02-27,23
SEG,Centro 1,In-person,2023-02-27,23
GES,Centro 2,In-person,2023-02-27,22
HAC,Centro 5,In-person,2023-02-27,22
LID,Centro 1,Hybrid,2023-02-27,22
LID,Centro 3,In-person,2023-02-27,21
SCI,Centro 3,In-person,2023-02-27,20
SST,Centro 4,Hybrid,2023-02-27,20
PBI,Centro 2,Hybrid,2023-02-27,19
HAC,Centro 3,Online,2023-02-27,18
PBI,Centro 2,Online,2023-02-27,15
PBI,Centro 1,Hybrid,2023-02-27,14
EXC,Centro 2,Hybrid,2023-02-27,11
FOR,Centro 4,Hybrid,2023-02-27,11
PYT,Centro 4,Online,2023-02-27,11
SCI,Centro 1,Hybrid,2023-02-27,11
SST,Centro 4,Online,2023-02-27,11
HOT,Centro 2,In-person,2023-02-27,9
HOT,Centro 5,Hybrid,2023-02-27,8
TUR,Centro 5,Hybrid,2023-02-27,8
VND,Centro 3,Hybrid,2023-02-27,8
EXC,Centro 2,In-person,2023-02-27,7
INF,Centro 3,Hybrid,2023-02-27,7
LID,Centro 2,Online,2023-02-27,7
LID,Centro 2,Hybrid,2023-02-27,7
SST,Centro 5,Hybrid,2023-02-27,7
CYB,Centro 3,Online,2023-02-27,5
GES,Centro 3,Hybrid,2023-02-27,5
PRO,Centro 2,In-person,2023-02-27,5
SCI,Centro 5,In-person,2023-02-27,5
GES,Centro 4,Online,2023-02-27,4
ING,Centro 1,In-person,2023-02-27,4
MNT,Centro 3,In-person,2023-02-27,4
MNT,Centro 4,In-person,2023-02-27,4
PBI,Centro 5,Online,2023-02-27,4
PYT,Centro 3,Online,2023-02-27,4
PYT,Centro 1,Hybrid,2023-02-27,4
SCI,Centro 1,In-person,2023-02-27,4
SEG,Centro 1,Hybrid,2023-02-27,4
SOC,Centro 3,In-person,2023-02-27,4
SST,Centro 5,Online,2023-02-27,4
SST,Centro 5,In-person,2023-02-27,4
VND,Centro 1,In-person,2023-02-27,4
EXC,Centro 2,Online,2023-02-27,3
EXC,Centro 5,Online,2023-02-27,3
EXC,Centro 5,Hybrid,2023-02-27,3
HAC,Centro 2,In-person,2023-02-27,3
HCP,Centro 1,In-person,2023-02-27,3
LOG,Centro 4,In-person,2023-02-27,3
SEG,Centro 4,In-person,2023-02-27,3
SST,Centro 2,In-person,2023-02-27,3
FOR,Centro 4,Online,2023-03-06,119
SCI,Centro 1,In-person,2023-03-06,112
FOR,Centro 5,Online,2023-03-06,107
LID,Centro 2,Online,2023-03-06,105
SEG,Centro 5,In-person,2023-03-06,90
PBI,Centro 4,Hybrid,2023-03-06,83
SST,Centro 1,In-person,2023-03-06,78
INF,Centro 3,In-person,2023-03-06,76
CYB,Centro 2,Hybrid,2023-03-06,71
HAC,Centro 3,In-person,2023-03-06,67
PBI,Centro 2,Online,2023-03-06,67
HAC,Centro 3,Online,2023-03-06,65
CYB,Centro 4,Hybrid,2023-03-06,64
HOT,Centro 2,Hybrid,2023-03-06,64
EXC,Centro 1,In-person,2023-03-06,62
PBI,Centro 4,Online,2023-03-06,61
CYB,Centro 3,In-person,2023-03-06,58
SST,Centro 2,In-person,2023-03-06,54
LOG,Centro 5,Hybrid,2023-03-06,52
EXC,Centro 2,Online,2023-03-06,51
EXC,Centro 4,Hybrid,2023-03-06,51
HOT,Centro 1,Hybrid,2023-03-06,51
MNT,Centro 3,In-person,2023-03-06,49
PYT,Centro 5,Hybrid,2023-03-06,48
SST,Centro 4,Hybrid,2023-03-06,48
PRI,Centro 2,Hybrid,2023-03-06,47
VND,Centro 2,Online,2023-03-06,47
EXC,Centro 3,Hybrid,2023-03-06,46
CYB,Centro 2,Online,2023-03-06,45
SST,Centro 1,Hybrid,2023-03-06,45
FOR,Centro 2,Hybrid,2023-03-06,43
SST,Centro 3,In-person,2023-03-06,42
EXC,Centro 3,In-person,2023-03-06,41
FOR,Centro 2,In-person,2023-03-06,41
GER,Centro 3,In-person,2023-03-06,39
HCP,Centro 3,In-person,2023-03-06,39
PRI,Centro 3,In-person,2023-03-06,39
HCP,Centro 4,In-person,2023-03-06,38
HOT,Centro 5,Hybrid,2023-03-06,38
LID,Centro 4,Hybrid,2023-03-06,38
HAC,Centro 1,Hybrid,2023-03-06,37
GER,Centro 1,Hybrid,2023-03-06,35
PYT,Centro 1,Online,2023-03-06,35
SEG,Centro 5,Online,2023-03-06,35
PRO,Centro 1,In-person,2023-03-06,34
VND,Centro 1,Hybrid,2023-03-06,34
EMP,Centro 5,In-person,2023-03-06,32
HAC,Centro 2,In-person,2023-03-06,32
PYT,Centro 3,Hybrid,2023-03-06,32
HOT,Centro 1,In-person,2023-03-06,31
INF,Centro 5,In-person,2023-03-06,30
FOR,Centro 4,Hybrid,2023-03-06,29
PBI,Centro 3,In-person,2023-03-06,28
VND,Centro 1,In-person,2023-03-06,28
SEG,Centro 2,In-person,2023-03-06,27
PYT,Centro 1,In-person,2023-03-06,26
SEG,Centro 2,Online,2023-03-06,26
VND,Centro 2,In-person,2023-03-06,26
SEG,Centro 1,In-person,2023-03-06,25
CYB,Centro 5,In-person,2023-03-06,24
HAC,Centro 4,Online,2023-03-06,24
PRO,Centro 3,Hybrid,2023-03-06,24
INF,Centro 2,In-person,2023-03-06,22
LID,Centro 4,In-person,2023-03-06,22
SCI,Centro 3,In-person,2023-03-06,22
SOC,Centro 5,In-person,2023-03-06,22
PRI,Centro 5,Hybrid,2023-03-06,21
SEG,Centro 2,Hybrid,2023-03-06,21
CYB,Centro 5,Hybrid,2023-03-06,20
EMP,Centro 1,In-person,2023-03-06,20
HOT,Centro 4,In-person,2023-03-06,20
SST,Centro 5,Online,2023-03-06,20
FOR,Centro 1,Online,2023-03-06,19
HAC,Centro 5,Hybrid,2023-03-06,19
FOR,Centro 1,In-person,2023-03-06,18
HOT,Centro 2,In-person,2023-03-06,18
ING,Centro 5,Hybrid,2023-03-06,17
LOG,Centro 4,Hybrid,2023-03-06,17
PRI,Centro 4,In-person,2023-03-06,17
SEG,Centro 3,In-person,2023-03-06,16
SOC,Centro 3,In-person,2023-03-06,16
EMP,Centro 4,In-person,2023-03-06,15
PYT,Centro 2,Online,2023-03-06,15
CYB,Centro 4,In-person,2023-03-06,14
GER,Centro 4,Hybrid,2023-03-06,13
TUR,Centro 1,In-person,2023-03-06,13
LOG,Centro 2,In-person,2023-03-06,12
SST,Centro 4,In-person,2023-03-06,12
PYT,Centro 4,In-person,2023-03-06,11
LOG,Centro 4,In-person,2023-03-06,10
MNT,Centro 1,In-person,2023-03-06,10
PBI,Centro 4,In-person,2023-03-06,10
PRI,Centro 1,Hybrid,2023-03-06,10
SST,Centro 5,In-person,2023-03-06,10
PBI,Centro 2,In-person,2023-03-06,9
ING,Centro 5,Online,2023-03-06,8
LID,Centro 2,In-person,2023-03-06,8
GER,Centro 2,In-person,2023-03-06,7
ING,Centro 3,Online,2023-03-06,7
HAC,Centro 1,Online,2023-03-06,6
HAC,Centro 4,In-person,2023-03-06,6
PRI,Centro 3,Hybrid,2023-03-06,6
GER,Centro 3,Hybrid,2023-03-06,5
GES,Centro 1,Hybrid,2023-03-06,5
LID,Centro 4,Online,2023-03-06,5
LID,Centro 5,Online,2023-03-06,5
PYT,Centro 2,Hybrid,2023-03-06,5
HAC,Centro 5,In-person,2023-03-06,4
PBI,Centro 1,Hybrid,2023-03-06,4
PYT,Centro 3,Online,2023-03-06,4
PYT,Centro 4,Online,2023-03-06,4
PYT,Centro 1,Hybrid,2023-03-06,4
MNT,Centro 2,In-person,2023-03-06,2
FOR,Centro 1,Online,2023-03-13,159
LID,Centro 1,Online,2023-03-13,130
PYT,Centro 2,Hybrid,2023-03-13,129
GER,Centro 3,In-person,2023-03-13,126
PYT,Centro 3,Online,2023-03-13,125
CYB,Centro 4,Hybrid,2023-03-13,120
CYB,Centro 3,Online,2023-03-13,93
PBI,Centro 2,Online,2023-03-13,89
HCP,Centro 3,In-person,2023-03-13,84
CYB,Centro 4,Online,2023-03-13,79
ING,Centro 5,In-person,2023-03-13,79
SCI,Centro 1,In-person,2023-03-13,76
SOC,Centro 5,In-person,2023-03-13,76
GES,Centro 2,Online,2023-03-13,74
PRO,Centro 2,Online,2023-03-13,72
FOR,Centro 4,Hybrid,2023-03-13,71
HOT,Centro 2,In-person,2023-03-13,68
LID,Centro 4,Online,2023-03-13,65
GER,Centro 4,Hybrid,2023-03-13,63
SST,Centro 4,Online,2023-03-13,63
HAC,Centro 5,In-person,2023-03-13,62
ING,Centro 5,Online,2023-03-13,62
LID,Centro 2,Online,2023-03-13,62
EXC,Centro 5,Hybrid,2023-03-13,61
LID,Centro 5,Online,2023-03-13,57
FOR,Centro 1,In-person,2023-03-13,56
GER,Centro 1,In-person,2023-03-13,54
CYB,Centro 2,Online,2023-03-13,50
GES,Centro 2,In-person,2023-03-13,49
INF,Centro 1,In-person,2023-03-13,49
FOR,Centro 2,In-person,2023-03-13,48
VND,Centro 3,Online,2023-03-13,48
HOT,Centro 1,In-person,2023-03-13,47
SEG,Centro 5,In-person,2023-03-13,47
SCI,Centro 4,Hybrid,2023-03-13,45
EXC,Centro 2,Hybrid,2023-03-13,42
PBI,Centro 3,Hybrid,2023-03-13,42
EXC,Centro 2,Online,2023-03-13,41
HAC,Centro 1,In-person,2023-03-13,41
HOT,Centro 5,Hybrid,2023-03-13,41
INF,Centro 4,Hybrid,2023-03-13,40
GER,Centro 2,Hybrid,2023-03-13,39
INF,Centro 3,In-person,2023-03-13,37
CYB,Centro 4,In-person,2023-03-13,36
LID,Centro 2,In-person,2023-03-13,34
PRI,Centro 5,Hybrid,2023-03-13,34
SCI,Centro 3,In-person,2023-03-13,34
VND,Centro 3,Hybrid,2023-03-13,34
SCI,Centro 2,Hybrid,2023-03-13,33
LOG,Centro 5,Hybrid,2023-03-13,31
MNT,Centro 1,In-person,2023-03-13,29
PRO,Centro 3,Hybrid,2023-03-13,29
HOT,Centro 3,Hybrid,2023-03-13,28
SCI,Centro 5,In-person,2023-03-13,28
SST,Centro 5,In-person,2023-03-13,28
SOC,Centro 2,Hybrid,2023-03-13,27
CYB,Centro 2,Hybrid,2023-03-13,25
PRI,Centro 4,Hybrid,2023-03-13,24
SST,Centro 3,Hybrid,2023-03-13,24
HAC,Centro 4,In-person,2023-03-13,23
HOT,Centro 4,In-person,2023-03-13,23
LOG,Centro 2,Hybrid,2023-03-13,22
HCP,Centro 5,In-person,2023-03-13,21
PYT,Centro 4,In-person,2023-03-13,20
FOR,Centro 4,Online,2023-03-13,19
MNT,Centro 2,In-person,2023-03-13,17
SST,Centro 4,Hybrid,2023-03-13,17
EMP,Centro 3,In-person,2023-03-13,16
GER,Centro 5,In-person,2023-03-13,16
LOG,Centro 5,In-person,2023-03-13,16
PBI,Centro 2,Hybrid,2023-03-13,15
PBI,Centro 3,In-person,2023-03-13,15
PBI,Centro 4,In-person,2023-03-13,15
PYT,Centro 1,Online,2023-03-13,15
ING,Centro 5,Hybrid,2023-03-13,14
SEG,Centro 4,In-person,2023-03-13,14
PRI,Centro 3,In-person,2023-03-13,13
HOT,Centro 1,Hybrid,2023-03-13,12
LID,Centro 1,Hybrid,2023-03-13,12
PYT,Centro 5,Hybrid,2023-03-13,12
SST,Centro 3,In-person,2023-03-13,12
PBI,Centro 3,Online,2023-03-13,11
LID,Centro 4,Hybrid,2023-03-13,10
GER,Centro 2,In-person,2023-03-13,9
GES,Centro 4,Online,2023-03-13,9
GES,Centro 1,In-person,2023-03-13,9
PBI,Centro 1,In-person,2023-03-13,9
PRI,Centro 3,Hybrid,2023-03-13,9
MNT,Centro 3,In-person,2023-03-13,8
SCI,Centro 1,Hybrid,2023-03-13,8
TUR,Centro 5,Hybrid,2023-03-13,8
ING,Centro 1,Hybrid,2023-03-13,7
PYT,Centro 2,In-person,2023-03-13,7
SST,Centro 5,Online,2023-03-13,7
SST,Centro 1,In-person,2023-03-13,7
EXC,Centro 5,Online,2023-03-13,6
PRI,Centro 2,In-person,2023-03-13,6
SEG,Centro 3,In-person,2023-03-13,6
PRO,Centro 2,Hybrid,2023-03-13,5
PRO,Centro 4,In-person,2023-03-13,5
VND,Centro 2,Hybrid,2023-03-13,5
CYB,Centro 3,In-person,2023-03-13,4
FOR,Centro 2,Hybrid,2023-03-13,4
GER,Centro 4,In-person,2023-03-13,4
INF,Centro 3,Hybrid,2023-03-13,4
LOG,Centro 4,Hybrid,2023-03-13,4
HAC,Centro 1,Hybrid,2023-03-13,3
HAC,Centro 2,In-person,2023-03-13,3
SEG,Centro 5,Online,2023-03-13,3
SEG,Centro 5,Hybrid,2023-03-13,3
SST,Centro 2,In-person,2023-03-20,127
EXC,Centro 1,Online,2023-03-20,125
LID,Centro 2,Online,2023-03-20,112
PRI,Centro 3,In-person,2023-03-20,110
PBI,Centro 2,Online,2023-03-20,107
PYT,Centro 1,In-person,2023-03-20,93
PBI,Centro 3,Online,2023-03-20,91
FOR,Centro 5,Online,2023-03-20,88
LID,Centro 1,Hybrid,2023-03-20,73
PRO,Centro 4,Online,2023-03-20,72
GES,Centro 2,Online,2023-03-20,70
SST,Centro 5,Online,2023-03-20,69
MNT,Centro 1,In-person,2023-03-20,68
PBI,Centro 3,In-person,2023-03-20,65
HCP,Centro 4,In-person,2023-03-20,64
PBI,Centro 3,Hybrid,2023-03-20,62
INF,Centro 2,In-person,2023-03-20,61
CYB,Centro 4,Hybrid,2023-03-20,60
GER,Centro 2,Hybrid,2023-03-20,55
FOR,Centro 2,Online,2023-03-20,54
CYB,Centro 4,Online,2023-03-20,53
GER,Centro 2,In-person,2023-03-20,52
HAC,Centro 4,In-person,2023-03-20,52
LOG,Centro 4,Hybrid,2023-03-20,51
HOT,Centro 4,In-person,2023-03-20,50
CYB,Centro 5,Online,2023-03-20,47
PYT,Centro 4,In-person,2023-03-20,47
PBI,Centro 2,Hybrid,2023-03-20,46
CYB,Centro 1,Hybrid,2023-03-20,44
GES,Centro 2,Hybrid,2023-03-20,39
PRI,Centro 4,In-person,2023-03-20,39
HOT,Centro 2,In-person,2023-03-20,36
SOC,Centro 3,Hybrid,2023-03-20,36
SCI,Centro 5,In-person,2023-03-20,35
EXC,Centro 4,Hybrid,2023-03-20,34
INF,Centro 1,In-person,2023-03-20,32
HCP,Centro 1,Hybrid,2023-03-20,31
MNT,Centro 2,In-person,2023-03-20,31
PBI,Centro 2,In-person,2023-03-20,29
PRO,Centro 1,In-person,2023-03-20,28
SOC,Centro 4,In-person,2023-03-20,28
LID,Centro 4,Online,2023-03-20,27
SEG,Centro 1,In-person,2023-03-20,26
INF,Centro 3,Hybrid,2023-03-20,25
HOT,Centro 3,In-person,2023-03-20,24
LOG,Centro 2,Hybrid,2023-03-20,24
FOR,Centro 1,Online,2023-03-20,22
LID,Centro 2,Hybrid,2023-03-20,22
SCI,Centro 1,In-person,2023-03-20,21
TUR,Centro 1,In-person,2023-03-20,21
VND,Centro 3,Hybrid,2023-03-20,21
LID,Centro 4,In-person,2023-03-20,20
SOC,Centro 3,In-person,2023-03-20,20
CYB,Centro 2,Hybrid,2023-03-20,19
SEG,Centro 4,Online,2023-03-20,19
ING,Centro 4,Online,2023-03-20,18
