course_id,local,modality,date,total_sales
SST,Centro 4,Online,2023-02-13,20
GER,Centro 4,In-person,2023-02-13,19
SEG,Centro 4,In-person,2023-02-13,19
CYB,Centro 2,Hybrid,2023-02-13,18
ING,Centro 1,In-person,2023-02-13,16
PYT,Centro 3,Online,2023-02-13,16
VND,Centro 2,Hybrid,2023-02-13,16
HOT,Centro 5,Hybrid,2023-02-13,15
LOG,Centro 5,In-person,2023-02-13,15
SCI,Centro 3,In-person,2023-02-13,14
SST,Centro 2,Hybrid,2023-02-13,14
CYB,Centro 5,Hybrid,2023-02-13,13
EMP,Centro 2,In-person,2023-02-13,13
GER,Centro 5,In-person,2023-02-13,13
PRI,Centro 4,Hybrid,2023-02-13,13
SST,Centro 3,Hybrid,2023-02-13,13
TUR,Centro 5,In-person,2023-02-13,13
FOR,Centro 5,Hybrid,2023-02-13,12
MNT,Centro 1,In-person,2023-02-13,12
SCI,Centro 5,In-person,2023-02-13,12
EMP,Centro 1,In-person,2023-02-13,11
EMP,Centro 3,In-person,2023-02-13,11
FOR,Centro 3,Hybrid,2023-02-13,11
HCP,Centro 4,In-person,2023-02-13,11
HOT,Centro 3,In-person,2023-02-13,11
HOT,Centro 4,In-person,2023-02-13,11
SOC,Centro 1,In-person,2023-02-13,11
SST,Centro 3,In-person,2023-02-13,11
GER,Centro 2,In-person,2023-02-13,10
HOT,Centro 2,In-person,2023-02-13,10
FOR,Centro 2,In-person,2023-02-13,9
LID,Centro 4,In-person,2023-02-13,9
PBI,Centro 3,Hybrid,2023-02-13,9
EMP,Centro 4,In-person,2023-02-13,8
FOR,Centro 2,Hybrid,2023-02-13,8
GER,Centro 1,Hybrid,2023-02-13,8
INF,Centro 3,In-person,2023-02-13,8
HAC,Centro 4,In-person,2023-02-13,7
HCP,Centro 3,In-person,2023-02-13,7
HCP,Centro 5,In-person,2023-02-13,7
INF,Centro 4,Hybrid,2023-02-13,7
LID,Centro 4,Hybrid,2023-02-13,7
PRI,Centro 3,Hybrid,2023-02-13,7
SST,Centro 4,Hybrid,2023-02-13,7
VND,Centro 1,Online,2023-02-13,7
EXC,Centro 3,Hybrid,2023-02-13,6
SST,Centro 1,Hybrid,2023-02-13,6
GES,Centro 2,Hybrid,2023-02-13,5
HAC,Centro 2,Online,2023-02-13,5
MNT,Centro 2,In-person,2023-02-13,5
MNT,Centro 4,In-person,2023-02-13,5
TUR,Centro 1,In-person,2023-02-13,5
VND,Centro 4,Online,2023-02-13,5
EXC,Centro 5,Online,2023-02-13,4
LOG,Centro 3,Hybrid,2023-02-13,4
LOG,Centro 4,In-person,2023-02-13,4
PRI,Centro 1,Hybrid,2023-02-13,4
PYT,Centro 3,In-person,2023-02-13,4
CYB,Centro 5,In-person,2023-02-13,3
HOT,Centro 2,Hybrid,2023-02-13,3
PBI,Centro 4,Online,2023-02-13,3
PRI,Centro 3,In-person,2023-02-13,3
PYT,Centro 2,Hybrid,2023-02-13,3
SEG,Centro 1,In-person,2023-02-13,3
EXC,Centro 2,In-person,2023-02-13,2
EXC,Centro 4,Hybrid,2023-02-13,2
HAC,Centro 2,In-person,2023-02-13,2
LID,Centro 1,Hybrid,2023-02-13,2
LID,Centro 2,Online,2023-02-13,2
LOG,Centro 5,Hybrid,2023-02-13,2
PRO,Centro 3,In-person,2023-02-13,2
PYT,Centro 1,Online,2023-02-13,2
SEG,Centro 3,Online,2023-02-13,2
SST,Centro 2,In-person,2023-02-13,2
FOR,Centro 1,Online,2023-02-13,1
GER,Centro 2,Hybrid,2023-02-13,1
GER,Centro 3,In-person,2023-02-13,1
GES,Centro 1,Hybrid,2023-02-13,1
HAC,Centro 3,In-person,2023-02-13,1
HAC,Centro 5,In-person,2023-02-13,1
HCP,Centro 2,In-person,2023-02-13,1
LID,Centro 4,Online,2023-02-13,1
LOG,Centro 2,In-person,2023-02-13,1
PYT,Centro 1,Hybrid,2023-02-13,1
PYT,Centro 3,Hybrid,2023-02-13,1
SCI,Centro 1,Hybrid,2023-02-13,1
SCI,Centro 1,In-person,2023-02-13,1
SEG,Centro 5,In-person,2023-02-13,1
SOC,Centro 4,Hybrid,2023-02-13,1
SST,Centro 5,In-person,2023-02-13,1
VND,Centro 2,In-person,2023-02-13,1
VND,Centro 3,Online,2023-02-13,1
ING,Centro 1,Online,2023-02-20,40
HAC,Centro 3,Online,2023-02-20,38
LID,Centro 4,Hybrid,2023-02-20,36
PBI,Centro 4,Online,2023-02-20,32
PRI,Centro 3,In-person,2023-02-20,32
GER,Centro 3,In-person,2023-02-20,28
PBI,Centro 3,Online,2023-02-20,28
PBI,Centro 4,Hybrid,2023-02-20,23
SOC,Centro 3,In-person,2023-02-20,23
CYB,Centro 5,Online,2023-02-20,22
EXC,Centro 5,Online,2023-02-20,22
GES,Centro 4,Online,2023-02-20,22
SST,Centro 1,Hybrid,2023-02-20,22
SST,Centro 4,Hybrid,2023-02-20,22
FOR,Centro 4,Online,2023-02-20,21
HCP,Centro 4,In-person,2023-02-20,21
MNT,Centro 4,In-person,2023-02-20,21
EMP,Centro 1,In-person,2023-02-20,20
HAC,Centro 2,In-person,2023-02-20,19
HAC,Centro 5,In-person,2023-02-20,18
VND,Centro 5,Online,2023-02-20,18
EXC,Centro 4,Hybrid,2023-02-20,17
PBI,Centro 5,Online,2023-02-20,17
HOT,Centro 5,In-person,2023-02-20,16
SEG,Centro 4,Online,2023-02-20,16
SCI,Centro 1,Hybrid,2023-02-20,15
EXC,Centro 2,Hybrid,2023-02-20,14
PYT,Centro 3,Hybrid,2023-02-20,14
SEG,Centro 5,In-person,2023-02-20,14
EXC,Centro 2,Online,2023-02-20,13
SEG,Centro 2,In-person,2023-02-20,13
SST,Centro 4,In-person,2023-02-20,13
CYB,Centro 5,Hybrid,2023-02-20,12
HAC,Centro 4,In-person,2023-02-20,12
LID,Centro 2,Online,2023-02-20,12
LOG,Centro 2,Hybrid,2023-02-20,12
PRO,Centro 2,Online,2023-02-20,12
SEG,Centro 4,In-person,2023-02-20,12
TUR,Centro 5,In-person,2023-02-20,12
HOT,Centro 5,Hybrid,2023-02-20,11
INF,Centro 3,In-person,2023-02-20,11
INF,Centro 5,In-person,2023-02-20,11
LOG,Centro 2,In-person,2023-02-20,10
CYB,Centro 4,Hybrid,2023-02-20,9
LID,Centro 4,In-person,2023-02-20,9
SCI,Centro 5,In-person,2023-02-20,9
SOC,Centro 4,Hybrid,2023-02-20,9
INF,Centro 3,Hybrid,2023-02-20,8
MNT,Centro 1,In-person,2023-02-20,8
PRO,Centro 4,Online,2023-02-20,8
PYT,Centro 5,Hybrid,2023-02-20,8
EXC,Centro 3,In-person,2023-02-20,7
LID,Centro 4,Online,2023-02-20,7
SEG,Centro 1,Hybrid,2023-02-20,7
TUR,Centro 1,In-person,2023-02-20,7
CYB,Centro 2,Hybrid,2023-02-20,6
EXC,Centro 1,Online,2023-02-20,6
FOR,Centro 1,In-person,2023-02-20,6
HOT,Centro 3,Hybrid,2023-02-20,6
SST,Centro 3,Hybrid,2023-02-20,6
VND,Centro 5,In-person,2023-02-20,6
HCP,Centro 1,Hybrid,2023-02-20,5
HOT,Centro 3,In-person,2023-02-20,5
LOG,Centro 5,In-person,2023-02-20,5
SST,Centro 1,In-person,2023-02-20,5
CYB,Centro 3,Online,2023-02-20,4
GER,Centro 4,In-person,2023-02-20,4
GES,Centro 2,In-person,2023-02-20,4
HCP,Centro 3,In-person,2023-02-20,4
LOG,Centro 3,Hybrid,2023-02-20,4
SCI,Centro 3,In-person,2023-02-20,4
SEG,Centro 1,In-person,2023-02-20,4
SOC,Centro 3,Hybrid,2023-02-20,4
VND,Centro 4,Hybrid,2023-02-20,4
FOR,Centro 5,Online,2023-02-20,3
GER,Centro 1,In-person,2023-02-20,3
LID,Centro 2,Hybrid,2023-02-20,3
LOG,Centro 4,In-person,2023-02-20,3
MNT,Centro 3,In-person,2023-02-20,3
PBI,Centro 1,Hybrid,2023-02-20,3
PBI,Centro 1,In-person,2023-02-20,3
PBI,Centro 3,Hybrid,2023-02-20,3
SOC,Centro 5,In-person,2023-02-20,3
VND,Centro 3,Online,2023-02-20,3
CYB,Centro 2,In-person,2023-02-20,2
CYB,Centro 4,In-person,2023-02-20,2
EMP,Centro 3,In-person,2023-02-20,2
ING,Centro 4,Online,2023-02-20,2
PRI,Centro 1,Hybrid,2023-02-20,2
SST,Centro 3,In-person,2023-02-20,2
SST,Centro 4,Online,2023-02-20,2
CYB,Centro 4,Online,2023-02-20,1
EXC,Centro 5,Hybrid,2023-02-20,1
FOR,Centro 4,Hybrid,2023-02-20,1
GER,Centro 2,In-person,2023-02-20,1
HOT,Centro 1,Hybrid,2023-02-20,1
HOT,Centro 4,In-person,2023-02-20,1
INF,Centro 2,In-person,2023-02-20,1
MNT,Centro 2,In-person,2023-02-20,1
PYT,Centro 4,In-person,2023-02-20,1
SCI,Centro 1,In-person,2023-02-20,1
SST,Centro 5,Online,2023-02-20,1
PRI,Centro 1,In-person,2023-02-27,31
GER,Centro 1,In-person,2023-02-27,30
MNT,Centro 1,In-person,2023-02-27,28
CYB,Centro 2,Hybrid,2023-02-27,27
CYB,Centro 4,Online,2023-02-27,27
SEG,Centro 3,Online,2023-02-27,27
PBI,Centro 3,Online,2023-02-27,26
PRI,Centro 3,Hybrid,2023-02-27,25
EXC,Centro 4,Online,2023-02-27,23
HCP,Centro 3,In-person,2023-02-27,23
EMP,Centro 2,In-person,2023-02-27,22
HOT,Centro 2,Hybrid,2023-02-27,22
PYT,Centro 2,Hybrid,2023-02-27,22
SEG,Centro 5,In-person,2023-02-27,22
EMP,Centro 4,In-person,2023-02-27,21
HAC,Centro 1,Online,2023-02-27,21
EMP,Centro 1,In-person,2023-02-27,19
CYB,Centro 5,Hybrid,2023-02-27,18
HCP,Centro 5,In-person,2023-02-27,18
PBI,Centro 4,Online,2023-02-27,18
SST,Centro 3,Hybrid,2023-02-27,18
LOG,Centro 3,Hybrid,2023-02-27,17
PYT,Centro 1,Online,2023-02-27,17
FOR,Centro 1,Online,2023-02-27,16
ING,Centro 5,Online,2023-02-27,16
PRO,Centro 4,In-person,2023-02-27,16
SOC,Centro 2,Hybrid,2023-02-27,16
EXC,Centro 4,Hybrid,2023-02-27,15
FOR,Centro 1,In-person,2023-02-27,15
HOT,Centro 5,In-person,2023-02-27,15
ING,Centro 3,Online,2023-02-27,15
LOG,Centro 5,In-person,2023-02-27,15
PBI,Centro 4,Hybrid,2023-02-27,15
PRI,Centro 4,In-person,2023-02-27,15
TUR,Centro 3,In-person,2023-02-27,15
HOT,Centro 3,Hybrid,2023-02-27,14
LOG,Centro 2,In-person,2023-02-27,14
CYB,Centro 4,Hybrid,2023-02-27,13
GER,Centro 3,In-person,2023-02-27,13
SOC,Centro 5,In-person,2023-02-27,13
EMP,Centro 5,In-person,2023-02-27,12
HAC,Centro 3,In-person,2023-02-27,12
INF,Centro 1,In-person,2023-02-27,12
VND,Centro 3,Online,2023-02-27,12
GER,Centro 2,In-person,2023-02-27,11
HCP,Centro 4,In-person,2023-02-27,11
LID,Centro 3,Online,2023-02-27,11
GER,Centro 3,Hybrid,2023-02-27,10
INF,Centro 3,In-person,2023-02-27,10
PYT,Centro 4,In-person,2023-02-27,10
VND,Centro 2,In-person,2023-02-27,10
FOR,Centro 2,In-person,2023-02-27,9
INF,Centro 2,In-person,2023-02-27,9
LID,Centro 1,In-person,2023-02-27,9
LID,Centro 4,Online,2023-02-27,9
LID,Centro 4,In-person,2023-02-27,9
LOG,Centro 5,Hybrid,2023-02-27,9
SOC,Centro 4,Hybrid,2023-02-27,9
EXC,Centro 3,Hybrid,2023-02-27,8
FOR,Centro 5,Online,2023-02-27,8
SEG,Centro 1,In-person,2023-02-27,8
SEG,Centro 3,In-person,2023-02-27,8
SST,Centro 1,Hybrid,2023-02-27,8
TUR,Centro 1,In-person,2023-02-27,8
HAC,Centro 5,In-person,2023-02-27,7
LOG,Centro 1,In-person,2023-02-27,7
MNT,Centro 2,In-person,2023-02-27,7
SST,Centro 4,Hybrid,2023-02-27,7
VND,Centro 1,Hybrid,2023-02-27,7
GES,Centro 2,In-person,2023-02-27,6
HAC,Centro 3,Online,2023-02-27,6
LID,Centro 1,Hybrid,2023-02-27,6
PBI,Centro 2,Hybrid,2023-02-27,6
SCI,Centro 3,In-person,2023-02-27,6
LID,Centro 3,In-person,2023-02-27,5
PBI,Centro 1,Hybrid,2023-02-27,4
PBI,Centro 2,Online,2023-02-27,4
SST,Centro 4,Online,2023-02-27,4
EXC,Centro 2,Hybrid,2023-02-27,3
FOR,Centro 4,Hybrid,2023-02-27,3
HOT,Centro 2,In-person,2023-02-27,3
PYT,Centro 4,Online,2023-02-27,3
SCI,Centro 1,Hybrid,2023-02-27,3
EXC,Centro 2,In-person,2023-02-27,2
HOT,Centro 5,Hybrid,2023-02-27,2
INF,Centro 3,Hybrid,2023-02-27,2
LID,Centro 2,Online,2023-02-27,2
LID,Centro 2,Hybrid,2023-02-27,2
SST,Centro 5,Hybrid,2023-02-27,2
TUR,Centro 5,Hybrid,2023-02-27,2
VND,Centro 3,Hybrid,2023-02-27,2
CYB,Centro 3,Online,2023-02-27,1
EXC,Centro 5,Online,2023-02-27,1
EXC,Centro 5,Hybrid,2023-02-27,1
GES,Centro 3,Hybrid,2023-02-27,1
GES,Centro 4,Online,2023-02-27,1
HAC,Centro 2,In-person,2023-02-27,1
HCP,Centro 1,In-person,2023-02-27,1
ING,Centro 1,In-person,2023-02-27,1
LOG,Centro 4,In-person,2023-02-27,1
MNT,Centro 3,In-person,2023-02-27,1
MNT,Centro 4,In-person,2023-02-27,1
PBI,Centro 5,Online,2023-02-27,1
PRO,Centro 2,In-person,2023-02-27,1
PYT,Centro 1,Hybrid,2023-02-27,1
PYT,Centro 3,Online,2023-02-27,1
SCI,Centro 1,In-person,2023-02-27,1
SCI,Centro 5,In-person,2023-02-27,1
SEG,Centro 1,Hybrid,2023-02-27,1
SEG,Centro 4,In-person,2023-02-27,1
SOC,Centro 3,In-person,2023-02-27,1
SST,Centro 2,In-person,2023-02-27,1
SST,Centro 5,Online,2023-02-27,1
SST,Centro 5,In-person,2023-02-27,1
VND,Centro 1,In-person,2023-02-27,1
FOR,Centro 4,Online,2023-03-06,35
SCI,Centro 1,In-person,2023-03-06,32
LID,Centro 2,Online,2023-03-06,31
SEG,Centro 5,In-person,2023-03-06,29
FOR,Centro 5,Online,2023-03-06,28
PBI,Centro 4,Hybrid,2023-03-06,26
SST,Centro 1,In-person,2023-03-06,26
HAC,Centro 3,Online,2023-03-06,23
INF,Centro 3,In-person,2023-03-06,23
HAC,Centro 3,In-person,2023-03-06,22
PBI,Centro 2,Online,2023-03-06,21
CYB,Centro 2,Hybrid,2023-03-06,20
EXC,Centro 1,In-person,2023-03-06,20
HOT,Centro 2,Hybrid,2023-03-06,20
CYB,Centro 4,Hybrid,2023-03-06,19
PBI,Centro 4,Online,2023-03-06,19
EXC,Centro 2,Online,2023-03-06,17
EXC,Centro 4,Hybrid,2023-03-06,17
SST,Centro 2,In-person,2023-03-06,17
LOG,Centro 5,Hybrid,2023-03-06,16
PRI,Centro 2,Hybrid,2023-03-06,16
SST,Centro 4,Hybrid,2023-03-06,16
HOT,Centro 1,Hybrid,2023-03-06,15
SST,Centro 1,Hybrid,2023-03-06,15
CYB,Centro 3,In-person,2023-03-06,14
EXC,Centro 3,Hybrid,2023-03-06,14
VND,Centro 2,Online,2023-03-06,14
CYB,Centro 2,Online,2023-03-06,13
HAC,Centro 1,Hybrid,2023-03-06,13
HCP,Centro 4,In-person,2023-03-06,13
MNT,Centro 3,In-person,2023-03-06,13
PRI,Centro 3,In-person,2023-03-06,13
SST,Centro 3,In-person,2023-03-06,13
EXC,Centro 3,In-person,2023-03-06,12
FOR,Centro 2,Hybrid,2023-03-06,12
FOR,Centro 2,In-person,2023-03-06,12
HAC,Centro 2,In-person,2023-03-06,12
PYT,Centro 5,Hybrid,2023-03-06,12
GER,Centro 3,In-person,2023-03-06,11
HCP,Centro 3,In-person,2023-03-06,11
HOT,Centro 5,Hybrid,2023-03-06,11
LID,Centro 4,Hybrid,2023-03-06,11
SEG,Centro 5,Online,2023-03-06,11
EMP,Centro 5,In-person,2023-03-06,10
GER,Centro 1,Hybrid,2023-03-06,10
FOR,Centro 4,Hybrid,2023-03-06,9
INF,Centro 5,In-person,2023-03-06,9
PRO,Centro 1,In-person,2023-03-06,9
PYT,Centro 1,Online,2023-03-06,9
SEG,Centro 2,In-person,2023-03-06,9
VND,Centro 1,Hybrid,2023-03-06,9
HAC,Centro 4,Online,2023-03-06,8
HOT,Centro 1,In-person,2023-03-06,8
PBI,Centro 3,In-person,2023-03-06,8
PYT,Centro 3,Hybrid,2023-03-06,8
SEG,Centro 1,In-person,2023-03-06,8
SEG,Centro 2,Online,2023-03-06,8
VND,Centro 1,In-person,2023-03-06,8
VND,Centro 2,In-person,2023-03-06,8
HOT,Centro 4,In-person,2023-03-06,7
INF,Centro 2,In-person,2023-03-06,7
PRI,Centro 5,Hybrid,2023-03-06,7
PYT,Centro 1,In-person,2023-03-06,7
SEG,Centro 2,Hybrid,2023-03-06,7
CYB,Centro 5,In-person,2023-03-06,6
HAC,Centro 5,Hybrid,2023-03-06,6
LID,Centro 4,In-person,2023-03-06,6
LOG,Centro 4,Hybrid,2023-03-06,6
PRI,Centro 4,In-person,2023-03-06,6
PRO,Centro 3,Hybrid,2023-03-06,6
SCI,Centro 3,In-person,2023-03-06,6
SOC,Centro 5,In-person,2023-03-06,6
SST,Centro 5,Online,2023-03-06,6
CYB,Centro 5,Hybrid,2023-03-06,5
EMP,Centro 1,In-person,2023-03-06,5
EMP,Centro 4,In-person,2023-03-06,5
FOR,Centro 1,Online,2023-03-06,5
FOR,Centro 1,In-person,2023-03-06,5
HOT,Centro 2,In-person,2023-03-06,5
ING,Centro 5,Hybrid,2023-03-06,5
SEG,Centro 3,In-person,2023-03-06,5
CYB,Centro 4,In-person,2023-03-06,4
GER,Centro 4,Hybrid,2023-03-06,4
LOG,Centro 2,In-person,2023-03-06,4
PYT,Centro 2,Online,2023-03-06,4
SOC,Centro 3,In-person,2023-03-06,4
SST,Centro 4,In-person,2023-03-06,4
LOG,Centro 4,In-person,2023-03-06,3
PBI,Centro 4,In-person,2023-03-06,3
PRI,Centro 1,Hybrid,2023-03-06,3
PYT,Centro 4,In-person,2023-03-06,3
SST,Centro 5,In-person,2023-03-06,3
TUR,Centro 1,In-person,2023-03-06,3
GER,Centro 2,In-person,2023-03-06,2
HAC,Centro 1,Online,2023-03-06,2
HAC,Centro 4,In-person,2023-03-06,2
ING,Centro 3,Online,2023-03-06,2
ING,Centro 5,Online,2023-03-06,2
LID,Centro 2,In-person,2023-03-06,2
MNT,Centro 1,In-person,2023-03-06,2
PBI,Centro 2,In-person,2023-03-06,2
PRI,Centro 3,Hybrid,2023-03-06,2
GER,Centro 3,Hybrid,2023-03-06,1
GES,Centro 1,Hybrid,2023-03-06,1
HAC,Centro 5,In-person,2023-03-06,1
LID,Centro 4,Online,2023-03-06,1
LID,Centro 5,Online,2023-03-06,1
MNT,Centro 2,In-person,2023-03-06,1
PBI,Centro 1,Hybrid,2023-03-06,1
PYT,Centro 1,Hybrid,2023-03-06,1
PYT,Centro 2,Hybrid,2023-03-06,1
PYT,Centro 3,Online,2023-03-06,1
PYT,Centro 4,Online,2023-03-06,1
FOR,Centro 1,Online,2023-03-13,45
GER,Centro 3,In-person,2023-03-13,38
LID,Centro 1,Online,2023-03-13,35
CYB,Centro 4,Hybrid,2023-03-13,34
PYT,Centro 2,Hybrid,2023-03-13,34
PYT,Centro 3,Online,2023-03-13,30
PBI,Centro 2,Online,2023-03-13,28
HCP,Centro 3,In-person,2023-03-13,26
CYB,Centro 4,Online,2023-03-13,24
CYB,Centro 3,Online,2023-03-13,23
ING,Centro 5,In-person,2023-03-13,23
SCI,Centro 1,In-person,2023-03-13,23
HOT,Centro 2,In-person,2023-03-13,22
FOR,Centro 4,Hybrid,2023-03-13,21
HAC,Centro 5,In-person,2023-03-13,21
SST,Centro 4,Online,2023-03-13,21
GER,Centro 4,Hybrid,2023-03-13,20
GES,Centro 2,Online,2023-03-13,20
PRO,Centro 2,Online,2023-03-13,20
SOC,Centro 5,In-person,2023-03-13,20
EXC,Centro 5,Hybrid,2023-03-13,19
ING,Centro 5,Online,2023-03-13,18
LID,Centro 4,Online,2023-03-13,18
GER,Centro 1,In-person,2023-03-13,17
LID,Centro 2,Online,2023-03-13,17
LID,Centro 5,Online,2023-03-13,16
CYB,Centro 2,Online,2023-03-13,15
FOR,Centro 1,In-person,2023-03-13,15
INF,Centro 1,In-person,2023-03-13,15
SEG,Centro 5,In-person,2023-03-13,15
EXC,Centro 2,Online,2023-03-13,14
FOR,Centro 2,In-person,2023-03-13,14
GES,Centro 2,In-person,2023-03-13,14
HAC,Centro 1,In-person,2023-03-13,14
HOT,Centro 1,In-person,2023-03-13,14
INF,Centro 4,Hybrid,2023-03-13,14
SCI,Centro 4,Hybrid,2023-03-13,14
EXC,Centro 2,Hybrid,2023-03-13,13
GER,Centro 2,Hybrid,2023-03-13,13
HOT,Centro 5,Hybrid,2023-03-13,13
VND,Centro 3,Online,2023-03-13,13
PBI,Centro 3,Hybrid,2023-03-13,12
INF,Centro 3,In-person,2023-03-13,11
PRI,Centro 5,Hybrid,2023-03-13,11
CYB,Centro 4,In-person,2023-03-13,10
LID,Centro 2,In-person,2023-03-13,10
LOG,Centro 5,Hybrid,2023-03-13,10
SCI,Centro 2,Hybrid,2023-03-13,10
SCI,Centro 3,In-person,2023-03-13,10
VND,Centro 3,Hybrid,2023-03-13,10
PRI,Centro 4,Hybrid,2023-03-13,9
SST,Centro 5,In-person,2023-03-13,9
HAC,Centro 4,In-person,2023-03-13,8
HOT,Centro 3,Hybrid,2023-03-13,8
HOT,Centro 4,In-person,2023-03-13,8
SCI,Centro 5,In-person,2023-03-13,8
SOC,Centro 2,Hybrid,2023-03-13,8
CYB,Centro 2,Hybrid,2023-03-13,7
HCP,Centro 5,In-person,2023-03-13,7
LOG,Centro 2,Hybrid,2023-03-13,7
PRO,Centro 3,Hybrid,2023-03-13,7
SST,Centro 3,Hybrid,2023-03-13,7
MNT,Centro 1,In-person,2023-03-13,6
SST,Centro 4,Hybrid,2023-03-13,6
EMP,Centro 3,In-person,2023-03-13,5
FOR,Centro 4,Online,2023-03-13,5
GER,Centro 5,In-person,2023-03-13,5
LOG,Centro 5,In-person,2023-03-13,5
MNT,Centro 2,In-person,2023-03-13,5
PBI,Centro 4,In-person,2023-03-13,5
PYT,Centro 4,In-person,2023-03-13,5
ING,Centro 5,Hybrid,2023-03-13,4
PBI,Centro 2,Hybrid,2023-03-13,4
PBI,Centro 3,In-person,2023-03-13,4
PRI,Centro 3,In-person,2023-03-13,4
PYT,Centro 1,Online,2023-03-13,4
SEG,Centro 4,In-person,2023-03-13,4
GER,Centro 2,In-person,2023-03-13,3
HOT,Centro 1,Hybrid,2023-03-13,3
LID,Centro 1,Hybrid,2023-03-13,3
LID,Centro 4,Hybrid,2023-03-13,3
PBI,Centro 3,Online,2023-03-13,3
PRI,Centro 3,Hybrid,2023-03-13,3
PYT,Centro 5,Hybrid,2023-03-13,3
SST,Centro 3,In-person,2023-03-13,3
EXC,Centro 5,Online,2023-03-13,2
GES,Centro 1,In-person,2023-03-13,2
GES,Centro 4,Online,2023-03-13,2
ING,Centro 1,Hybrid,2023-03-13,2
MNT,Centro 3,In-person,2023-03-13,2
PBI,Centro 1,In-person,2023-03-13,2
PRI,Centro 2,In-person,2023-03-13,2
PYT,Centro 2,In-person,2023-03-13,2
SCI,Centro 1,Hybrid,2023-03-13,2
SEG,Centro 3,In-person,2023-03-13,2
SST,Centro 1,In-person,2023-03-13,2
SST,Centro 5,Online,2023-03-13,2
TUR,Centro 5,Hybrid,2023-03-13,2
CYB,Centro 3,In-person,2023-03-13,1
FOR,Centro 2,Hybrid,2023-03-13,1
GER,Centro 4,In-person,2023-03-13,1
HAC,Centro 1,Hybrid,2023-03-13,1
HAC,Centro 2,In-person,2023-03-13,1
INF,Centro 3,Hybrid,2023-03-13,1
LOG,Centro 4,Hybrid,2023-03-13,1
PRO,Centro 2,Hybrid,2023-03-13,1
PRO,Centro 4,In-person,2023-03-13,1
SEG,Centro 5,Online,2023-03-13,1
SEG,Centro 5,Hybrid,2023-03-13,1
VND,Centro 2,Hybrid,2023-03-13,1
SST,Centro 2,In-person,2023-03-20,41
EXC,Centro 1,Online,2023-03-20,39
PRI,Centro 3,In-person,2023-03-20,36
LID,Centro 2,Online,2023-03-20,33
PBI,Centro 2,Online,2023-03-20,32
PBI,Centro 3,Online,2023-03-20,26
FOR,Centro 5,Online,2023-03-20,24
PYT,Centro 1,In-person,2023-03-20,23
HCP,Centro 4,In-person,2023-03-20,22
SST,Centro 5,Online,2023-03-20,21
INF,Centro 2,In-person,2023-03-20,20
LID,Centro 1,Hybrid,2023-03-20,20
PRO,Centro 4,Online,2023-03-20,20
GES,Centro 2,Online,2023-03-20,19
MNT,Centro 1,In-person,2023-03-20,19
PBI,Centro 3,In-person,2023-03-20,19
GER,Centro 2,Hybrid,2023-03-20,18
CYB,Centro 4,Hybrid,2023-03-20,17
HAC,Centro 4,In-person,2023-03-20,17
LOG,Centro 4,Hybrid,2023-03-20,17
PBI,Centro 3,Hybrid,2023-03-20,17
FOR,Centro 2,Online,2023-03-20,16
GER,Centro 2,In-person,2023-03-20,16
HOT,Centro 4,In-person,2023-03-20,16
CYB,Centro 4,Online,2023-03-20,15
PBI,Centro 2,Hybrid,2023-03-20,14
PRI,Centro 4,In-person,2023-03-20,13
PYT,Centro 4,In-person,2023-03-20,13
CYB,Centro 5,Online,2023-03-20,12
HOT,Centro 2,In-person,2023-03-20,12
CYB,Centro 1,Hybrid,2023-03-20,11
EXC,Centro 4,Hybrid,2023-03-20,11
GES,Centro 2,Hybrid,2023-03-20,11
HCP,Centro 1,Hybrid,2023-03-20,10
SCI,Centro 5,In-person,2023-03-20,10
SOC,Centro 3,Hybrid,2023-03-20,10
INF,Centro 1,In-person,2023-03-20,9
MNT,Centro 2,In-person,2023-03-20,9
PBI,Centro 2,In-person,2023-03-20,9
SOC,Centro 4,In-person,2023-03-20,9
INF,Centro 3,Hybrid,2023-03-20,8
LID,Centro 4,Online,2023-03-20,8
LOG,Centro 2,Hybrid,2023-03-20,8
SEG,Centro 1,In-person,2023-03-20,8
HOT,Centro 3,In-person,2023-03-20,7
PRO,Centro 1,In-person,2023-03-20,7
SEG,Centro 4,Online,2023-03-20,7
FOR,Centro 1,Online,2023-03-20,6
LID,Centro 2,Hybrid,2023-03-20,6
LID,Centro 4,In-person,2023-03-20,6
SCI,Centro 1,In-person,2023-03-20,6
TUR,Centro 1,In-person,2023-03-20,6
VND,Centro 3,Hybrid,2023-03-20,6
CYB,Centro 2,Hybrid,2023-03-20,5
ING,Centro 4,Online,2023-03-20,5
SOC,Centro 3,In-person,2023-03-20,5
SST,Centro 3,In-person,2023-03-20,5
EMP,Centro 3,In-person,2023-03-20,4
EMP,Centro 5,In-person,2023-03-20,4
GER,Centro 3,In-person,2023-03-20,4
GES,Centro 2,In-person,2023-03-20,4
LOG,Centro 4,In-person,2023-03-20,4
SOC,Centro 5,In-person,2023-03-20,4
VND,Centro 1,In-person,2023-03-20,4
HAC,Centro 1,Hybrid,2023-03-20,3
MNT,Centro 3,In-person,2023-03-20,3
PBI,Centro 1,In-person,2023-03-20,3
PBI,Centro 4,Online,2023-03-20,3
PRO,Centro 4,In-person,2023-03-20,3
PYT,Centro 2,Hybrid,2023-03-20,3
SST,Centro 3,Hybrid,2023-03-20,3
CYB,Centro 5,Hybrid,2023-03-20,2
