action_id,course_id,local,start_date,end_date,modality,status,total_students
H_GER_0030,GER,Centro 5,2018-04-09,2018-04-18,Hybrid,Finalizada,22
E_PBI_0023,PBI,Centro 2,2018-04-09,2018-04-18,Online,Finalizada,28
H_GER_0027,GER,Centro 5,2018-04-09,2018-04-19,Hybrid,Finalizada,22
P_PRI_0012,PRI,Centro 1,2018-04-10,2018-04-11,In-person,Finalizada,17
P_PRI_0014,PRI,Centro 3,2018-04-10,2018-04-11,In-person,Finalizada,20
P_PRI_0015,PRI,Centro 4,2018-04-10,2018-04-11,In-person,Finalizada,12
P_EXC_0017,EXC,Centro 2,2018-04-10,2018-04-12,In-person,Finalizada,16
H_SST_0012,SST,Centro 1,2018-04-10,2018-04-13,Hybrid,Finalizada,25
H_SST_0011,SST,Centro 1,2018-04-10,2018-04-14,Hybrid,Finalizada,16
E_ING_0014,ING,Centro 3,2018-04-10,2018-04-22,Online,Finalizada,18
P_GES_0010,GES,Centro 4,2018-04-11,2018-04-13,In-person,Finalizada,21
P_HCP_0014,HCP,Centro 2,2018-04-11,2018-04-13,In-person,Finalizada,18
P_INF_0013,INF,Centro 2,2018-04-11,2018-04-13,In-person,Finalizada,21
P_SEG_0018,SEG,Centro 2,2018-04-11,2018-04-13,In-person,Finalizada,18
P_GES_0008,GES,Centro 1,2018-04-11,2018-04-14,In-person,Finalizada,12
H_ING_0015,ING,Centro 5,2018-04-11,2018-04-16,Hybrid,Finalizada,22
H_SST_0014,SST,Centro 2,2018-04-11,2018-04-16,Hybrid,Finalizada,22
E_SST_0016,SST,Centro 3,2018-04-11,2018-04-17,Online,Finalizada,28
P_HAC_0017,HAC,Centro 5,2018-04-12,2018-04-13,In-person,Finalizada,16
H_HAC_0015,HAC,Centro 2,2018-04-12,2018-04-15,Hybrid,Finalizada,19
E_PRO_0014,PRO,Centro 4,2018-04-12,2018-04-23,Online,Finalizada,30
P_GES_0011,GES,Centro 4,2018-04-16,2018-04-18,In-person,Finalizada,21
P_HAC_0016,HAC,Centro 4,2018-04-16,2018-04-18,In-person,Finalizada,16
P_SST_0013,SST,Centro 2,2018-04-16,2018-04-18,In-person,Finalizada,16
P_HOT_0010,HOT,Centro 4,2018-04-16,2018-04-19,In-person,Finalizada,16
P_PBI_0022,PBI,Centro 1,2018-04-16,2018-04-19,In-person,Finalizada,22
E_SEG_0019,SEG,Centro 3,2018-04-16,2018-04-19,Online,Finalizada,22
P_SOC_0011,SOC,Centro 1,2018-04-16,2018-04-19,In-person,Finalizada,17
P_ING_0012,ING,Centro 3,2018-04-16,2018-04-21,In-person,Finalizada,9
E_SST_0015,SST,Centro 2,2018-04-16,2018-04-22,Online,Finalizada,28
E_LID_0015,LID,Centro 4,2018-04-16,2018-04-24,Online,Finalizada,32
H_GER_0026,GER,Centro 5,2018-04-16,2018-04-26,Hybrid,Finalizada,20
E_ING_0016,ING,Centro 5,2018-04-16,2018-04-28,Online,Finalizada,29
E_FOR_0018,FOR,Centro 2,2018-04-16,2018-05-17,Online,Finalizada,32
H_VND_0006,VND,Centro 2,2018-04-17,2018-04-21,Hybrid,Finalizada,24
P_GER_0024,GER,Centro 2,2018-04-17,2018-04-24,In-person,Finalizada,16
P_TUR_0008,TUR,Centro 1,2018-04-18,2018-04-21,In-person,Finalizada,21
P_MNT_0008,MNT,Centro 1,2018-04-18,2018-04-22,In-person,Finalizada,16
H_TUR_0010,TUR,Centro 2,2018-04-23,2018-04-26,Hybrid,Finalizada,11
H_INF_0015,INF,Centro 5,2018-04-23,2018-04-27,Hybrid,Finalizada,24
H_PRO_0015,PRO,Centro 4,2018-04-23,2018-04-29,Hybrid,Finalizada,22
H_PYT_0011,PYT,Centro 1,2018-04-23,2018-04-29,Hybrid,Finalizada,16
E_LID_0014,LID,Centro 2,2018-04-23,2018-05-01,Online,Finalizada,22
E_PRO_0013,PRO,Centro 3,2018-04-23,2018-05-04,Online,Finalizada,22
H_FOR_0017,FOR,Centro 2,2018-04-23,2018-05-11,Hybrid,Finalizada,16
H_PRI_0011,PRI,Centro 1,2018-04-24,2018-04-26,Hybrid,Finalizada,25
P_ING_0011,ING,Centro 3,2018-04-24,2018-04-29,In-person,Finalizada,17
P_HCP_0015,HCP,Centro 3,2018-04-25,2018-04-26,In-person,Finalizada,19
P_PRI_0013,PRI,Centro 1,2018-04-25,2018-04-26,In-person,Finalizada,21
P_SCI_0012,SCI,Centro 5,2018-04-25,2018-04-26,In-person,Finalizada,11
H_SCI_0011,SCI,Centro 1,2018-04-25,2018-04-27,Hybrid,Finalizada,25
P_TUR_0009,TUR,Centro 1,2018-04-25,2018-04-27,In-person,Finalizada,11
P_TUR_0012,TUR,Centro 5,2018-04-25,2018-04-28,In-person,Finalizada,11
E_FOR_0021,FOR,Centro 5,2018-04-25,2018-05-25,Online,Finalizada,21
P_PRI_0019,PRI,Centro 5,2018-04-26,2018-04-27,In-person,Finalizada,16
P_INF_0012,INF,Centro 1,2018-04-26,2018-04-29,In-person,Finalizada,14
P_SEG_0022,SEG,Centro 4,2018-04-30,2018-05-01,In-person,Finalizada,8
P_PRI_0018,PRI,Centro 5,2018-04-30,2018-05-02,In-person,Finalizada,14
H_HOT_0009,HOT,Centro 3,2018-04-30,2018-05-05,Hybrid,Finalizada,22
P_ING_0013,ING,Centro 3,2018-04-30,2018-05-05,In-person,Finalizada,11
E_CYB_0010,CYB,Centro 2,2018-04-30,2018-05-06,Online,Finalizada,23
H_PYT_0012,PYT,Centro 2,2018-04-30,2018-05-06,Hybrid,Finalizada,22
E_SST_0018,SST,Centro 4,2018-04-30,2018-05-07,Online,Cancelada,3
P_FOR_0020,FOR,Centro 4,2018-04-30,2018-05-13,In-person,Finalizada,18
P_HAC_0024,HAC,Centro 5,2018-05-07,2018-05-08,In-person,Cancelada,3
P_SCI_0015,SCI,Centro 2,2018-05-07,2018-05-08,In-person,Finalizada,17
P_EMP_0016,EMP,Centro 4,2018-05-07,2018-05-09,In-person,Finalizada,13
H_HAC_0021,HAC,Centro 4,2018-05-07,2018-05-09,Hybrid,Finalizada,18
P_INF_0018,INF,Centro 4,2018-05-07,2018-05-09,In-person,Finalizada,21
H_SEG_0031,SEG,Centro 2,2018-05-07,2018-05-09,Hybrid,Finalizada,16
P_SEG_0028,SEG,Centro 2,2018-05-07,2018-05-09,In-person,Finalizada,20
P_SEG_0035,SEG,Centro 5,2018-05-07,2018-05-09,In-person,Finalizada,17
P_TUR_0015,TUR,Centro 5,2018-05-07,2018-05-09,In-person,Finalizada,25
H_HAC_0023,HAC,Centro 5,2018-05-07,2018-05-10,Hybrid,Cancelada,2
P_HOT_0015,HOT,Centro 5,2018-05-07,2018-05-10,In-person,Finalizada,20
P_HOT_0017,HOT,Centro 5,2018-05-07,2018-05-10,In-person,Finalizada,23
P_HOT_0013,HOT,Centro 2,2018-05-07,2018-05-11,In-person,Finalizada,21
P_HOT_0014,HOT,Centro 4,2018-05-07,2018-05-11,In-person,Finalizada,22
P_HOT_0016,HOT,Centro 5,2018-05-07,2018-05-11,In-person,Finalizada,20
H_ING_0022,ING,Centro 5,2018-05-07,2018-05-12,Hybrid,Finalizada,27
H_GER_0033,GER,Centro 4,2018-05-07,2018-05-16,Hybrid,Finalizada,20
E_PYT_0013,PYT,Centro 4,2018-05-07,2018-05-19,Online,Finalizada,27
H_FOR_0024,FOR,Centro 4,2018-05-07,2018-05-26,Hybrid,Finalizada,20
P_LOG_0012,LOG,Centro 1,2018-05-08,2018-05-10,In-person,Finalizada,15
P_SST_0022,SST,Centro 3,2018-05-08,2018-05-10,In-person,Finalizada,29
P_INF_0017,INF,Centro 4,2018-05-08,2018-05-11,In-person,Finalizada,21
E_HAC_0020,HAC,Centro 3,2018-05-08,2018-05-13,Online,Cancelada,3
H_PBI_0027,PBI,Centro 3,2018-05-08,2018-05-14,Hybrid,Finalizada,20
H_SEG_0032,SEG,Centro 3,2018-05-09,2018-05-11,Hybrid,Finalizada,29
P_EMP_0012,EMP,Centro 1,2018-05-09,2018-05-12,In-person,Finalizada,10
P_GES_0018,GES,Centro 4,2018-05-09,2018-05-12,In-person,Finalizada,18
H_LOG_0016,LOG,Centro 1,2018-05-09,2018-05-12,Hybrid,Cancelada,2
P_PBI_0028,PBI,Centro 4,2018-05-09,2018-05-12,In-person,Finalizada,22
P_PBI_0025,PBI,Centro 1,2018-05-09,2018-05-13,In-person,Finalizada,24
H_PRI_0024,PRI,Centro 5,2018-05-09,2018-05-13,Hybrid,Finalizada,18
E_CYB_0016,CYB,Centro 3,2018-05-09,2018-05-15,Online,Finalizada,27
E_GES_0017,GES,Centro 4,2018-05-09,2018-05-17,Online,Finalizada,31
P_SOC_0012,SOC,Centro 3,2018-05-10,2018-05-13,In-person,Finalizada,20
P_ING_0017,ING,Centro 1,2018-05-10,2018-05-14,In-person,Finalizada,22
E_PBI_0026,PBI,Centro 3,2018-05-10,2018-05-21,Online,Finalizada,29
P_HAC_0022,HAC,Centro 4,2018-05-14,2018-05-15,In-person,Finalizada,24
P_HCP_0018,HCP,Centro 1,2018-05-14,2018-05-15,In-person,Finalizada,19
P_SEG_0034,SEG,Centro 4,2018-05-14,2018-05-15,In-person,Finalizada,21
P_EMP_0013,EMP,Centro 1,2018-05-14,2018-05-16,In-person,Finalizada,21
P_EMP_0014,EMP,Centro 3,2018-05-14,2018-05-16,In-person,Finalizada,17
P_HCP_0019,HCP,Centro 2,2018-05-14,2018-05-16,In-person,Finalizada,12
P_HCP_0020,HCP,Centro 5,2018-05-14,2018-05-16,In-person,Finalizada,19
P_VND_0013,VND,Centro 5,2018-05-14,2018-05-16,In-person,Finalizada,17
P_LOG_0013,LOG,Centro 1,2018-05-14,2018-05-17,In-person,Finalizada,11
P_MNT_0010,MNT,Centro 1,2018-05-14,2018-05-17,In-person,Finalizada,10
H_SST_0019,SST,Centro 1,2018-05-14,2018-05-17,Hybrid,Finalizada,15
P_TUR_0014,TUR,Centro 2,2018-05-14,2018-05-17,In-person,Finalizada,18
P_HOT_0012,HOT,Centro 1,2018-05-14,2018-05-18,In-person,Finalizada,12
P_ING_0020,ING,Centro 3,2018-05-14,2018-05-18,In-person,Cancelada,2
H_SOC_0013,SOC,Centro 4,2018-05-14,2018-05-19,Hybrid,Finalizada,23
H_SST_0020,SST,Centro 1,2018-05-14,2018-05-19,Hybrid,Finalizada,19
E_GES_0019,GES,Centro 4,2018-05-14,2018-05-20,Online,Finalizada,18
P_GER_0034,GER,Centro 4,2018-05-14,2018-05-21,In-person,Finalizada,22
E_EXC_0020,EXC,Centro 1,2018-05-14,2018-05-23,Online,Finalizada,31
E_EXC_0021,EXC,Centro 2,2018-05-14,2018-05-23,Online,Finalizada,26
E_FOR_0023,FOR,Centro 3,2018-05-14,2018-06-14,Online,Finalizada,26
P_PRI_0021,PRI,Centro 2,2018-05-15,2018-05-16,In-person,Finalizada,16
P_SEG_0027,SEG,Centro 2,2018-05-15,2018-05-16,In-person,Finalizada,12
P_GES_0012,GES,Centro 1,2018-05-15,2018-05-17,In-person,Finalizada,10
P_SCI_0016,SCI,Centro 2,2018-05-15,2018-05-17,In-person,Finalizada,12
H_SCI_0018,SCI,Centro 3,2018-05-15,2018-05-18,Hybrid,Finalizada,15
H_SEG_0029,SEG,Centro 2,2018-05-15,2018-05-18,Hybrid,Finalizada,18
H_INF_0020,INF,Centro 5,2018-05-15,2018-05-19,Hybrid,Finalizada,29
E_SEG_0030,SEG,Centro 2,2018-05-15,2018-05-19,Online,Finalizada,23
E_GES_0015,GES,Centro 2,2018-05-15,2018-05-21,Online,Finalizada,21
H_ING_0019,ING,Centro 1,2018-05-15,2018-05-21,Hybrid,Finalizada,23
E_GES_0014,GES,Centro 2,2018-05-15,2018-05-23,Online,Finalizada,34
P_SCI_0019,SCI,Centro 4,2018-05-16,2018-05-17,In-person,Finalizada,24
P_LOG_0017,LOG,Centro 3,2018-05-16,2018-05-18,In-person,Finalizada,11
P_EMP_0015,EMP,Centro 4,2018-05-16,2018-05-19,In-person,Finalizada,12
P_MNT_0012,MNT,Centro 1,2018-05-16,2018-05-19,In-person,Finalizada,13
H_CYB_0014,CYB,Centro 2,2018-05-16,2018-05-21,Hybrid,Finalizada,21
E_CYB_0015,CYB,Centro 3,2018-05-16,2018-05-22,Online,Cancelada,7
P_GER_0031,GER,Centro 2,2018-05-16,2018-05-23,In-person,Finalizada,14
E_CYB_0012,CYB,Centro 1,2018-05-16,2018-05-24,Online,Finalizada,24
E_PRO_0017,PRO,Centro 4,2018-05-16,2018-05-27,Online,Finalizada,23
P_INF_0019,INF,Centro 4,2018-05-17,2018-05-20,In-person,Finalizada,17
H_LOG_0014,LOG,Centro 1,2018-05-17,2018-05-20,Hybrid,Finalizada,18
P_VND_0012,VND,Centro 1,2018-05-17,2018-05-20,In-person,Finalizada,18
P_PRI_0020,PRI,Centro 1,2018-05-21,2018-05-22,In-person,Finalizada,16
P_EMP_0018,EMP,Centro 5,2018-05-21,2018-05-23,In-person,Finalizada,10
P_HAC_0018,HAC,Centro 1,2018-05-21,2018-05-23,In-person,Finalizada,23
P_SEG_0024,SEG,Centro 1,2018-05-21,2018-05-23,In-person,Finalizada,16
P_INF_0021,INF,Centro 5,2018-05-21,2018-05-24,In-person,Finalizada,24
P_MNT_0014,MNT,Centro 3,2018-05-21,2018-05-24,In-person,Finalizada,15
H_ING_0021,ING,Centro 5,2018-05-21,2018-05-27,Hybrid,Finalizada,21
E_GES_0013,GES,Centro 1,2018-05-21,2018-05-28,Online,Finalizada,27
P_GER_0032,GER,Centro 3,2018-05-21,2018-05-29,In-person,Finalizada,17
P_SEG_0033,SEG,Centro 4,2018-05-22,2018-05-23,In-person,Finalizada,9
P_EMP_0017,EMP,Centro 4,2018-05-22,2018-05-25,In-person,Finalizada,18
H_LID_0018,LID,Centro 1,2018-05-22,2018-05-25,Hybrid,Finalizada,29
H_SST_0021,SST,Centro 1,2018-05-22,2018-05-25,Hybrid,Finalizada,18
P_SEG_0025,SEG,Centro 1,2018-05-23,2018-05-25,In-person,Finalizada,14
P_MNT_0011,MNT,Centro 1,2018-05-23,2018-05-26,In-person,Finalizada,19
H_SCI_0021,SCI,Centro 5,2018-05-23,2018-05-26,Hybrid,Finalizada,24
H_INF_0016,INF,Centro 4,2018-05-23,2018-05-28,Hybrid,Finalizada,21
E_EXC_0023,EXC,Centro 4,2018-05-23,2018-05-30,Online,Finalizada,28
P_HCP_0021,HCP,Centro 5,2018-05-24,2018-05-25,In-person,Finalizada,19
H_SEG_0026,SEG,Centro 1,2018-05-24,2018-05-25,Hybrid,Finalizada,24
P_SCI_0020,SCI,Centro 4,2018-05-24,2018-05-26,In-person,Finalizada,15
P_HAC_0019,HAC,Centro 2,2018-05-28,2018-05-30,In-person,Finalizada,16
H_CYB_0013,CYB,Centro 2,2018-05-28,2018-05-31,Hybrid,Finalizada,9
H_GES_0016,GES,Centro 2,2018-05-28,2018-06-02,Hybrid,Finalizada,19
H_PRO_0016,PRO,Centro 4,2018-05-28,2018-06-02,Hybrid,Finalizada,22
E_EXC_0022,EXC,Centro 4,2018-05-28,2018-06-05,Online,Finalizada,21
P_PRI_0022,PRI,Centro 5,2018-05-29,2018-05-30,In-person,Finalizada,18
H_LID_0020,LID,Centro 5,2018-05-29,2018-06-01,Hybrid,Finalizada,20
H_LOG_0015,LOG,Centro 1,2018-05-29,2018-06-01,Hybrid,Finalizada,26
H_LID_0019,LID,Centro 4,2018-05-29,2018-06-03,Hybrid,Finalizada,13
E_ING_0018,ING,Centro 1,2018-05-29,2018-06-10,Online,Finalizada,24
H_FOR_0022,FOR,Centro 2,2018-05-29,2018-06-16,Hybrid,Finalizada,22
P_SCI_0014,SCI,Centro 1,2018-05-30,2018-05-31,In-person,Finalizada,20
P_LOG_0018,LOG,Centro 5,2018-05-30,2018-06-01,In-person,Finalizada,15
H_PRI_0023,PRI,Centro 5,2018-05-30,2018-06-01,Hybrid,Finalizada,26
P_SEG_0036,SEG,Centro 5,2018-05-30,2018-06-01,In-person,Finalizada,18
P_MNT_0013,MNT,Centro 2,2018-05-30,2018-06-02,In-person,Finalizada,21
H_TUR_0013,TUR,Centro 1,2018-05-30,2018-06-04,Hybrid,Finalizada,20
P_SCI_0017,SCI,Centro 3,2018-05-31,2018-06-01,In-person,Finalizada,18
H_HAC_0026,HAC,Centro 1,2018-06-04,2018-06-05,Hybrid,Finalizada,25
P_SEG_0039,SEG,Centro 2,2018-06-04,2018-06-05,In-person,Finalizada,8
P_EMP_0020,EMP,Centro 2,2018-06-04,2018-06-06,In-person,Finalizada,24
P_LOG_0022,LOG,Centro 5,2018-06-04,2018-06-07,In-person,Finalizada,22
H_SEG_0038,SEG,Centro 1,2018-06-04,2018-06-07,Hybrid,Finalizada,22
P_SST_0023,SST,Centro 1,2018-06-04,2018-06-07,In-person,Finalizada,21
H_HCP_0023,HCP,Centro 2,2018-06-04,2018-06-08,Hybrid,Finalizada,13
H_HOT_0020,HOT,Centro 5,2018-06-04,2018-06-08,Hybrid,Finalizada,21
P_MNT_0015,MNT,Centro 3,2018-06-04,2018-06-08,In-person,Finalizada,23
H_PRO_0019,PRO,Centro 5,2018-06-04,2018-06-08,Hybrid,Finalizada,14
H_PRO_0018,PRO,Centro 1,2018-06-04,2018-06-09,Hybrid,Finalizada,15
H_ING_0029,ING,Centro 4,2018-06-04,2018-06-11,Hybrid,Finalizada,18
E_ING_0026,ING,Centro 2,2018-06-04,2018-06-16,Online,Finalizada,20
H_HAC_0028,HAC,Centro 2,2018-06-05,2018-06-06,Hybrid,Finalizada,21
H_SEG_0037,SEG,Centro 1,2018-06-05,2018-06-06,Hybrid,Finalizada,23
P_HAC_0027,HAC,Centro 1,2018-06-05,2018-06-07,In-person,Finalizada,15
H_SCI_0024,SCI,Centro 4,2018-06-05,2018-06-07,Hybrid,Finalizada,21
P_ING_0028,ING,Centro 4,2018-06-05,2018-06-09,In-person,Finalizada,17
E_LID_0024,LID,Centro 4,2018-06-05,2018-06-13,Online,Finalizada,31
E_PBI_0032,PBI,Centro 3,2018-06-05,2018-06-14,Online,Finalizada,20
E_PBI_0031,PBI,Centro 2,2018-06-05,2018-06-15,Online,Finalizada,25
P_GES_0020,GES,Centro 1,2018-06-06,2018-06-08,In-person,Finalizada,16
P_PRI_0029,PRI,Centro 5,2018-06-06,2018-06-08,In-person,Finalizada,17
E_EXC_0027,EXC,Centro 4,2018-06-06,2018-06-15,Online,Cancelada,3
E_ING_0025,ING,Centro 2,2018-06-06,2018-06-18,Online,Finalizada,26
P_SCI_0027,SCI,Centro 5,2018-06-07,2018-06-08,In-person,Finalizada,21
P_EXC_0026,EXC,Centro 2,2018-06-07,2018-06-10,In-person,Finalizada,19
H_HOT_0018,HOT,Centro 2,2018-06-07,2018-06-11,Hybrid,Finalizada,20
E_VND_0015,VND,Centro 2,2018-06-07,2018-06-14,Online,Finalizada,35
H_HAC_0025,HAC,Centro 1,2018-06-11,2018-06-12,Hybrid,Finalizada,10
P_HAC_0029,HAC,Centro 5,2018-06-11,2018-06-13,In-person,Finalizada,15
P_INF_0024,INF,Centro 3,2018-06-11,2018-06-13,In-person,Finalizada,13
P_INF_0025,INF,Centro 4,2018-06-11,2018-06-13,In-person,Finalizada,20
P_SCI_0025,SCI,Centro 4,2018-06-11,2018-06-13,In-person,Finalizada,21
H_SCI_0026,SCI,Centro 5,2018-06-11,2018-06-13,Hybrid,Finalizada,23
H_SEG_0041,SEG,Centro 4,2018-06-11,2018-06-13,Hybrid,Finalizada,16
H_SEG_0043,SEG,Centro 5,2018-06-11,2018-06-13,Hybrid,Finalizada,11
P_SEG_0042,SEG,Centro 5,2018-06-11,2018-06-13,In-person,Finalizada,16
P_TUR_0016,TUR,Centro 2,2018-06-11,2018-06-13,In-person,Finalizada,19
P_MNT_0016,MNT,Centro 3,2018-06-11,2018-06-14,In-person,Finalizada,16
H_EXC_0028,EXC,Centro 5,2018-06-11,2018-06-16,Hybrid,Cancelada,4
H_GES_0024,GES,Centro 4,2018-06-11,2018-06-16,Hybrid,Finalizada,23
H_INF_0022,INF,Centro 3,2018-06-11,2018-06-16,Hybrid,Finalizada,20
H_LID_0022,LID,Centro 2,2018-06-11,2018-06-16,Hybrid,Finalizada,21
E_GES_0021,GES,Centro 3,2018-06-11,2018-06-18,Online,Finalizada,21
E_VND_0014,VND,Centro 2,2018-06-11,2018-06-19,Online,Finalizada,24
P_FOR_0025,FOR,Centro 2,2018-06-11,2018-06-23,In-person,Finalizada,13
E_PYT_0015,PYT,Centro 3,2018-06-11,2018-06-23,Online,Finalizada,30
H_FOR_0026,FOR,Centro 4,2018-06-11,2018-06-29,Hybrid,Cancelada,4
P_PRI_0027,PRI,Centro 3,2018-06-12,2018-06-13,In-person,Finalizada,16
P_GES_0022,GES,Centro 4,2018-06-12,2018-06-14,In-person,Finalizada,18
P_HOT_0021,HOT,Centro 5,2018-06-12,2018-06-15,In-person,Finalizada,16
H_HCP_0024,HCP,Centro 3,2018-06-12,2018-06-16,Hybrid,Finalizada,14
H_PBI_0030,PBI,Centro 1,2018-06-12,2018-06-17,Hybrid,Finalizada,19
E_GES_0023,GES,Centro 4,2018-06-12,2018-06-18,Online,Finalizada,26
H_GER_0035,GER,Centro 1,2018-06-12,2018-06-21,Hybrid,Finalizada,16
P_CYB_0019,CYB,Centro 3,2018-06-13,2018-06-15,In-person,Finalizada,16
H_INF_0023,INF,Centro 3,2018-06-13,2018-06-16,Hybrid,Finalizada,17
H_CYB_0017,CYB,Centro 1,2018-06-13,2018-06-18,Hybrid,Finalizada,22
P_EMP_0019,EMP,Centro 2,2018-06-18,2018-06-20,In-person,Finalizada,20
P_EXC_0024,EXC,Centro 1,2018-06-18,2018-06-20,In-person,Finalizada,21
P_SST_0025,SST,Centro 3,2018-06-18,2018-06-20,In-person,Finalizada,11
H_SCI_0022,SCI,Centro 1,2018-06-18,2018-06-21,Hybrid,Finalizada,22
H_SEG_0040,SEG,Centro 2,2018-06-18,2018-06-21,Hybrid,Finalizada,19
P_SST_0024,SST,Centro 2,2018-06-18,2018-06-21,In-person,Finalizada,14
P_HOT_0019,HOT,Centro 2,2018-06-18,2018-06-22,In-person,Finalizada,18
H_LID_0021,LID,Centro 1,2018-06-18,2018-06-22,Hybrid,Finalizada,26
P_GER_0038,GER,Centro 4,2018-06-18,2018-06-26,In-person,Finalizada,16
E_PBI_0029,PBI,Centro 1,2018-06-18,2018-06-28,Online,Finalizada,26
E_PYT_0016,PYT,Centro 3,2018-06-18,2018-06-30,Online,Finalizada,28
H_SCI_0023,SCI,Centro 3,2018-06-19,2018-06-20,Hybrid,Finalizada,17
P_HCP_0025,HCP,Centro 4,2018-06-19,2018-06-21,In-person,Finalizada,17
H_LID_0023,LID,Centro 3,2018-06-19,2018-06-23,Hybrid,Finalizada,27
H_LOG_0020,LOG,Centro 5,2018-06-19,2018-06-24,Hybrid,Finalizada,16
P_LOG_0019,LOG,Centro 1,2018-06-20,2018-06-22,In-person,Finalizada,13
P_HCP_0026,HCP,Centro 5,2018-06-25,2018-06-26,In-person,Finalizada,13
P_PRI_0025,PRI,Centro 1,2018-06-25,2018-06-26,In-person,Finalizada,18
P_PRI_0026,PRI,Centro 3,2018-06-25,2018-06-27,In-person,Finalizada,19
P_PRI_0028,PRI,Centro 5,2018-06-25,2018-06-27,In-person,Finalizada,9
P_EXC_0025,EXC,Centro 1,2018-06-25,2018-06-28,In-person,Finalizada,14
H_CYB_0020,CYB,Centro 4,2018-06-25,2018-06-30,Hybrid,Finalizada,20
P_ING_0023,ING,Centro 1,2018-06-25,2018-06-30,In-person,Finalizada,21
H_LOG_0021,LOG,Centro 5,2018-06-25,2018-06-30,Hybrid,Finalizada,13
P_PYT_0014,PYT,Centro 2,2018-06-25,2018-06-30,In-person,Finalizada,21
E_CYB_0021,CYB,Centro 4,2018-06-25,2018-07-02,Online,Finalizada,23
P_GER_0037,GER,Centro 3,2018-06-25,2018-07-02,In-person,Finalizada,28
H_ING_0024,ING,Centro 2,2018-06-25,2018-07-02,Hybrid,Finalizada,20
E_ING_0027,ING,Centro 2,2018-06-25,2018-07-06,Online,Finalizada,26
P_CYB_0018,CYB,Centro 1,2018-06-26,2018-06-29,In-person,Finalizada,23
P_SOC_0014,SOC,Centro 3,2018-06-26,2018-06-29,In-person,Finalizada,12
H_HCP_0022,HCP,Centro 1,2018-06-27,2018-06-30,Hybrid,Finalizada,23
P_GER_0036,GER,Centro 2,2018-06-28,2018-07-06,In-person,Finalizada,17
H_GER_0039,GER,Centro 5,2018-06-28,2018-07-07,Hybrid,Finalizada,30
P_PRI_0030,PRI,Centro 1,2018-07-02,2018-07-03,In-person,Finalizada,17
P_SEG_0045,SEG,Centro 3,2018-07-02,2018-07-03,In-person,Finalizada,9
P_SCI_0029,SCI,Centro 5,2018-07-02,2018-07-04,In-person,Finalizada,19
P_HOT_0024,HOT,Centro 5,2018-07-02,2018-07-05,In-person,Finalizada,15
H_HOT_0022,HOT,Centro 2,2018-07-02,2018-07-06,Hybrid,Finalizada,22
H_EXC_0031,EXC,Centro 4,2018-07-03,2018-07-07,Hybrid,Finalizada,18
H_PYT_0018,PYT,Centro 5,2018-07-03,2018-07-09,Hybrid,Finalizada,17
P_GER_0043,GER,Centro 2,2018-07-04,2018-07-12,In-person,Finalizada,13
P_LOG_0025,LOG,Centro 5,2018-07-09,2018-07-11,In-person,Finalizada,26
P_PRI_0031,PRI,Centro 1,2018-07-09,2018-07-11,In-person,Finalizada,10
P_SCI_0028,SCI,Centro 4,2018-07-09,2018-07-11,In-person,Finalizada,20
P_SOC_0015,SOC,Centro 1,2018-07-09,2018-07-11,In-person,Finalizada,20
H_CYB_0024,CYB,Centro 4,2018-07-09,2018-07-12,Hybrid,Finalizada,15
P_LOG_0023,LOG,Centro 1,2018-07-09,2018-07-12,In-person,Finalizada,16
P_PBI_0034,PBI,Centro 4,2018-07-09,2018-07-12,In-person,Finalizada,16
P_MNT_0017,MNT,Centro 1,2018-07-09,2018-07-13,In-person,Finalizada,18
H_PBI_0033,PBI,Centro 2,2018-07-09,2018-07-15,Hybrid,Finalizada,11
H_CYB_0023,CYB,Centro 4,2018-07-10,2018-07-14,Hybrid,Finalizada,17
E_CYB_0022,CYB,Centro 1,2018-07-10,2018-07-18,Online,Finalizada,15
P_GER_0042,GER,Centro 2,2018-07-10,2018-07-18,In-person,Finalizada,15
P_GER_0040,GER,Centro 1,2018-07-11,2018-07-19,In-person,Finalizada,23
H_LOG_0024,LOG,Centro 5,2018-07-12,2018-07-16,Hybrid,Finalizada,13
P_LID_0026,LID,Centro 3,2018-07-16,2018-07-18,In-person,Finalizada,22
P_SEG_0046,SEG,Centro 5,2018-07-16,2018-07-18,In-person,Finalizada,14
P_SST_0026,SST,Centro 5,2018-07-16,2018-07-18,In-person,Finalizada,16
P_VND_0017,VND,Centro 3,2018-07-16,2018-07-18,In-person,Finalizada,18
P_MNT_0018,MNT,Centro 1,2018-07-16,2018-07-19,In-person,Finalizada,9
P_MNT_0019,MNT,Centro 2,2018-07-16,2018-07-19,In-person,Finalizada,16
P_MNT_0020,MNT,Centro 4,2018-07-16,2018-07-19,In-person,Finalizada,14
P_ING_0030,ING,Centro 1,2018-07-16,2018-07-20,In-person,Finalizada,16
E_GES_0025,GES,Centro 3,2018-07-16,2018-07-23,Online,Finalizada,22
P_FOR_0028,FOR,Centro 4,2018-07-16,2018-07-28,In-person,Finalizada,12
E_LID_0027,LID,Centro 4,2018-07-17,2018-07-25,Online,Finalizada,18
P_PRO_0021,PRO,Centro 4,2018-07-18,2018-07-22,In-person,Finalizada,9
P_EXC_0029,EXC,Centro 1,2018-07-23,2018-07-25,In-person,Finalizada,18
